"global_step","agent_type: gru (SAVI BC Dataset_v0) - _step","agent_type: gru (SAVI BC Dataset_v0) - _step__MIN","agent_type: gru (SAVI BC Dataset_v0) - _step__MAX","agent_type: gru (SAVI BC Dataset_v0) - metrics/success","agent_type: gru (SAVI BC Dataset_v0) - metrics/success__MIN","agent_type: gru (SAVI BC Dataset_v0) - metrics/success__MAX","agent_type: gw (Run set 2) - _step","agent_type: gw (Run set 2) - _step__MIN","agent_type: gw (Run set 2) - _step__MAX","agent_type: gw (Run set 2) - metrics/success","agent_type: gw (Run set 2) - metrics/success__MIN","agent_type: gw (Run set 2) - metrics/success__MAX"
"5220000","1392.2","1392","1393","0.3600000083446503","0.20000000298023224","0.6000000238418579","1392","1392","1392","0.3200000077486038","0","0.6000000238418579"
"5235000","1396.2","1396","1397","0.5200000137090683","0.20000000298023224","0.800000011920929","1396","1396","1396","0.4000000059604645","0","0.800000011920929"
"5250000","1400.2","1400","1401","0.48000000715255736","0","0.800000011920929","1400","1400","1400","0.40000000298023225","0","1"
"5265000","1404.2","1404","1405","0.4800000160932541","0.20000000298023224","0.6000000238418579","1404","1404","1404","0.4400000125169754","0","0.800000011920929"
"5280000","1408.2","1408","1409","0.3600000083446503","0","0.800000011920929","1408","1408","1408","0.48000000715255736","0","0.800000011920929"
"5295000","1412.2","1412","1413","0.4800000101327896","0.20000000298023224","0.800000011920929","1412","1412","1412","0.5200000107288361","0","0.800000011920929"
"5310000","1416.2","1416","1417","0.4400000095367432","0","0.800000011920929","1416","1416","1416","0.4800000101327896","0.20000000298023224","0.800000011920929"
"5325000","1420.2","1420","1421","0.6000000149011612","0.20000000298023224","0.800000011920929","1420","1420","1420","0.4000000059604645","0","0.800000011920929"
"5340000","1424.2","1424","1425","0.44000000655651095","0","0.800000011920929","1424","1424","1424","0.32000001072883605","0","0.6000000238418579"
"5355000","1428.2","1428","1429","0.5200000107288361","0.4000000059604645","0.800000011920929","1428","1428","1428","0.32000001072883605","0","0.6000000238418579"
"5370000","1432.2","1432","1433","0.4000000059604645","0","1","1432","1432","1432","0.4400000125169754","0","0.800000011920929"
"5385000","1436.2","1436","1437","0.24000000655651094","0","0.6000000238418579","1436","1436","1436","0.3200000047683716","0","0.800000011920929"
"5400000","1440.2","1440","1441","0.48000000417232513","0.20000000298023224","1","1440","1440","1440","0.3600000083446503","0","0.800000011920929"
"5415000","1444.2","1444","1445","0.32000000178813937","0","1","1444","1444","1444","0.4400000095367432","0","0.800000011920929"
"5430000","1448.2","1448","1449","0.360000005364418","0.20000000298023224","0.800000011920929","1448","1448","1448","0.3600000113248825","0","0.6000000238418579"
"5445000","1452.2","1452","1453","0.32000001072883605","0","0.6000000238418579","1452","1452","1452","0.5200000077486038","0.20000000298023224","1"
"5460000","1456.2","1456","1457","0.5200000137090683","0.20000000298023224","0.800000011920929","1456","1456","1456","0.5200000077486038","0.20000000298023224","1"
"5475000","1460.2","1460","1461","0.3200000047683716","0","0.800000011920929","1460","1460","1460","0.6400000095367432","0","1"
"5490000","1464.2","1464","1465","0.5600000113248825","0.20000000298023224","1","1464","1464","1464","0.5200000017881393","0","1"
"5505000","1468.2","1468","1469","0.48000000715255736","0","1","1468","1468","1468","0.4800000101327896","0","0.800000011920929"
"5520000","1472.2","1472","1473","0.6400000154972076","0.4000000059604645","1","1472","1472","1472","0.4000000089406967","0","0.800000011920929"
"5535000","1476.2","1476","1477","0.28000000715255735","0","0.6000000238418579","1476","1476","1476","0.3200000047683716","0","0.800000011920929"
"5550000","1480.2","1480","1481","0.3600000113248825","0","0.6000000238418579","1480","1480","1480","0.16000000536441802","0","0.6000000238418579"
"5565000","1484.2","1484","1485","0.6000000089406967","0.20000000298023224","1","1484","1484","1484","0.4400000125169754","0","0.800000011920929"
"5580000","1488.2","1488","1489","0.6000000089406967","0.20000000298023224","1","1488","1488","1488","0.48000000715255736","0","0.800000011920929"
"5595000","1492.2","1492","1493","0.4400000095367432","0","0.800000011920929","1492","1492","1492","0.3600000083446503","0","0.800000011920929"
"5610000","1496.2","1496","1497","0.4000000059604645","0.4000000059604645","0.4000000059604645","1496","1496","1496","0.28000001013278963","0","0.6000000238418579"
"5625000","1500.2","1500","1501","0.3600000083446503","0","0.6000000238418579","1500","1500","1500","0.40000000298023225","0","1"
"5640000","1504.2","1504","1505","0.7200000166893006","0.6000000238418579","0.800000011920929","1504","1504","1504","0.4800000131130219","0.20000000298023224","0.800000011920929"
"5655000","1508.2","1508","1509","0.600000011920929","0.4000000059604645","0.800000011920929","1508","1508","1508","0.3600000083446503","0","0.800000011920929"
"5670000","1512.2","1512","1513","0.6400000154972076","0.4000000059604645","0.800000011920929","1512","1512","1512","0.4800000101327896","0.20000000298023224","0.800000011920929"
"5685000","1516.2","1516","1517","0.6000000149011612","0.20000000298023224","0.800000011920929","1516","1516","1516","0.4400000095367432","0","0.800000011920929"
"5700000","1520.2","1520","1521","0.6400000095367432","0.4000000059604645","1","1520","1520","1520","0.40000001192092893","0","0.6000000238418579"
"5715000","1524.2","1524","1525","0.600000011920929","0.4000000059604645","1","1524","1524","1524","0.44000000655651095","0","0.800000011920929"
"5730000","1528.2","1528","1529","0.4000000089406967","0.20000000298023224","0.6000000238418579","1528","1528","1528","0.32000000178813937","0","1"
"5745000","1532.2","1532","1533","0.5600000083446502","0.20000000298023224","1","1532","1532","1532","0.6000000059604644","0","1"
"5760000","1536.2","1536","1537","0.360000005364418","0","0.800000011920929","1536","1536","1536","0.360000005364418","0","0.800000011920929"
"5775000","1540.2","1540","1541","0.4400000095367432","0.20000000298023224","0.800000011920929","1540","1540","1540","0.2800000041723251","0","0.800000011920929"
"5790000","1544.2","1544","1545","0.4400000095367432","0","0.800000011920929","1544","1544","1544","0.4800000131130219","0","0.800000011920929"
"5805000","1548.2","1548","1549","0.4000000089406967","0.20000000298023224","0.6000000238418579","1548","1548","1548","0.28000001013278963","0","0.6000000238418579"
"5820000","1552.2","1552","1553","0.3600000083446503","0.20000000298023224","0.6000000238418579","1552","1552","1552","0.4400000125169754","0","0.800000011920929"
"5835000","1556.2","1556","1557","0.48000000715255736","0","0.800000011920929","1556","1556","1556","0.3600000113248825","0","0.6000000238418579"
"5850000","1560.2","1560","1561","0.6400000154972076","0.4000000059604645","0.800000011920929","1560","1560","1560","0.5200000166893005","0","0.800000011920929"
"5865000","1564.2","1564","1565","0.6000000149011612","0.20000000298023224","0.800000011920929","1564","1564","1564","0.44000000655651095","0","0.800000011920929"
"5880000","1568.2","1568","1569","0.4400000125169754","0.20000000298023224","0.6000000238418579","1568","1568","1568","0.48000000715255736","0","0.800000011920929"
"5895000","1572.2","1572","1573","0.3200000047683716","0.20000000298023224","0.4000000059604645","1572","1572","1572","0.44000000655651095","0","1"
"5910000","1576.2","1576","1577","0.5200000166893005","0.4000000059604645","0.6000000238418579","1576","1576","1576","0.48000000715255736","0","0.800000011920929"
"5925000","1580.2","1580","1581","0.3600000023841858","0","1","1580","1580","1580","0.360000005364418","0","0.800000011920929"
"5940000","1584.2","1584","1585","0.5200000137090683","0.20000000298023224","0.800000011920929","1584","1584","1584","0.3600000113248825","0","0.6000000238418579"
"5955000","1588.2","1588","1589","0.5200000107288361","0.20000000298023224","0.800000011920929","1588","1588","1588","0.44000001549720763","0","0.6000000238418579"
"5970000","1592.2","1592","1593","0.4800000131130219","0","0.800000011920929","1592","1592","1592","0.40000000298023225","0","1"
"5985000","1596.2","1596","1597","0.3200000077486038","0","0.6000000238418579","1596","1596","1596","0.4800000131130219","0","0.800000011920929"
"6000000","1600.2","1600","1601","0.44000001549720763","0.20000000298023224","0.6000000238418579","1600","1600","1600","0.4400000125169754","0","0.800000011920929"
"6015000","1604.2","1604","1605","0.600000011920929","0.4000000059604645","0.800000011920929","1604","1604","1604","0.4400000095367432","0","0.800000011920929"
"6030000","1608.2","1608","1609","0.48000000715255736","0.20000000298023224","0.800000011920929","1608","1608","1608","0.5600000143051147","0","0.800000011920929"
"6045000","1612.2","1612","1613","0.5600000143051147","0.4000000059604645","0.800000011920929","1612","1612","1612","0.6000000029802323","0.20000000298023224","1"
"6060000","1616.2","1616","1617","0.360000005364418","0","0.800000011920929","1616","1616","1616","0.4800000101327896","0","0.800000011920929"
"6075000","1620.2","1620","1621","0.5200000137090683","0.20000000298023224","0.800000011920929","1620","1620","1620","0.5200000107288361","0","1"
"6090000","1624.2","1624","1625","0.20000000298023224","0","0.4000000059604645","1624","1624","1624","0.44000000655651095","0","1"
"6105000","1628.2","1628","1629","0.6400000095367432","0.4000000059604645","1","1628","1628","1628","0.4400000095367432","0.20000000298023224","0.800000011920929"
"6120000","1632.2","1632","1633","0.5200000107288361","0.20000000298023224","0.800000011920929","1632","1632","1632","0.4800000131130219","0","0.800000011920929"
"6135000","1636.2","1636","1637","0.4800000101327896","0","0.800000011920929","1636","1636","1636","0.3600000083446503","0","0.800000011920929"
"6150000","1640.2","1640","1641","0.4400000095367432","0","0.800000011920929","1640","1640","1640","0.6800000101327897","0.20000000298023224","0.800000011920929"
"6165000","1644.2","1644","1645","0.5600000143051147","0.4000000059604645","0.800000011920929","1644","1644","1644","0.3200000077486038","0.20000000298023224","0.6000000238418579"
"6180000","1648.2","1648","1649","0.5200000137090683","0.20000000298023224","0.800000011920929","1648","1648","1648","0.6000000149011612","0.20000000298023224","1"
"6195000","1652.2","1652","1653","0.5200000137090683","0.20000000298023224","0.800000011920929","1652","1652","1652","0.48000000715255736","0.4000000059604645","0.800000011920929"
"6210000","1656.2","1656","1657","0.4400000095367432","0","0.800000011920929","1656","1656","1656","0.3600000113248825","0","0.6000000238418579"
"6225000","1660.2","1660","1661","0.6400000095367432","0.4000000059604645","0.800000011920929","1660","1660","1660","0.4000000089406967","0","0.800000011920929"
"6240000","1664.2","1664","1665","0.6400000095367432","0.4000000059604645","1","1664","1664","1664","0.4000000059604645","0.20000000298023224","0.800000011920929"
"6255000","1668.2","1668","1669","0.4000000089406967","0.20000000298023224","0.6000000238418579","1668","1668","1668","0.44000000357627866","0","1"
"6270000","1672.2","1672","1673","0.4800000160932541","0.20000000298023224","0.6000000238418579","1672","1672","1672","0.4800000131130219","0.20000000298023224","0.800000011920929"
"6285000","1676.2","1676","1677","0.6400000154972076","0.4000000059604645","0.800000011920929","1676","1676","1676","0.3600000083446503","0","0.6000000238418579"
"6300000","1680.2","1680","1681","0.6400000065565109","0.20000000298023224","1","1680","1680","1680","0.360000005364418","0.20000000298023224","0.800000011920929"
"6315000","1684.2","1684","1685","0.6800000071525574","0.4000000059604645","1","1684","1684","1684","0.6400000095367432","0","1"
"6330000","1688.2","1688","1689","0.6400000035762787","0.20000000298023224","1","1688","1688","1688","0.2800000041723251","0","0.800000011920929"
"6345000","1692.2","1692","1693","0.4800000101327896","0.20000000298023224","0.800000011920929","1692","1692","1692","0.5600000143051147","0","0.800000011920929"
"6360000","1696.2","1696","1697","0.600000011920929","0.4000000059604645","1","1696","1696","1696","0.32000001072883605","0","0.6000000238418579"
"6375000","1700.2","1700","1701","0.6800000131130218","0.4000000059604645","0.800000011920929","1700","1700","1700","0.4400000095367432","0","0.800000011920929"
"6390000","1704.2","1704","1705","0.4000000089406967","0.20000000298023224","0.6000000238418579","1704","1704","1704","0.40000001192092893","0","0.6000000238418579"
"6405000","1708.2","1708","1709","0.5200000137090683","0.20000000298023224","0.800000011920929","1708","1708","1708","0.4400000095367432","0.20000000298023224","0.800000011920929"
"6420000","1712.2","1712","1713","0.5200000166893005","0.4000000059604645","0.6000000238418579","1712","1712","1712","0.24000000655651094","0","0.6000000238418579"
"6435000","1716.2","1716","1717","0.4400000095367432","0.4000000059604645","0.6000000238418579","1716","1716","1716","0.48000000715255736","0.20000000298023224","0.800000011920929"
"6450000","1720.2","1720","1721","0.4400000125169754","0.20000000298023224","0.6000000238418579","1720","1720","1720","0.28000000715255735","0","0.6000000238418579"
"6465000","1724.2","1724","1725","0.44000000655651095","0.20000000298023224","0.800000011920929","1724","1724","1724","0.4400000095367432","0","0.800000011920929"
"6480000","1728.2","1728","1729","0.6800000131130218","0.4000000059604645","0.800000011920929","1728","1728","1728","0.3600000023841858","0","1"
"6495000","1732.2","1732","1733","0.5200000107288361","0.4000000059604645","0.800000011920929","1732","1732","1732","0.4800000101327896","0","0.800000011920929"
"6510000","1736.2","1736","1737","0.6400000095367432","0","1","1736","1736","1736","0.4400000125169754","0.20000000298023224","0.6000000238418579"
"6525000","1740.2","1740","1741","0.6800000071525574","0.4000000059604645","1","1740","1740","1740","0.4000000089406967","0","0.800000011920929"
"6540000","1744.2","1744","1745","0.6400000154972076","0.4000000059604645","0.800000011920929","1744","1744","1744","0.5200000077486038","0.20000000298023224","1"
"6555000","1748.2","1748","1749","0.6800000101327897","0.20000000298023224","1","1748","1748","1748","0.4800000101327896","0.20000000298023224","0.800000011920929"
"6570000","1752.2","1752","1753","0.800000011920929","0.6000000238418579","1","1752","1752","1752","0.5200000077486038","0.20000000298023224","1"
"6585000","1756.2","1756","1757","0.6800000101327897","0.20000000298023224","1","1756","1756","1756","0.5600000113248825","0.20000000298023224","0.800000011920929"
"6600000","1760.2","1760","1761","0.720000010728836","0.4000000059604645","1","1760","1760","1760","0.4800000131130219","0.20000000298023224","0.800000011920929"
"6615000","1764.2","1764","1765","0.5600000202655793","0.4000000059604645","0.6000000238418579","1764","1764","1764","0.24000000357627868","0","0.4000000059604645"
"6630000","1768.2","1768","1769","0.8800000071525573","0.800000011920929","1","1768","1768","1768","0.3200000077486038","0","0.6000000238418579"
"6645000","1772.2","1772","1773","0.5600000143051147","0.4000000059604645","0.800000011920929","1772","1772","1772","0.28000000715255735","0","0.6000000238418579"
"6660000","1776.2","1776","1777","0.800000011920929","0.6000000238418579","1","1776","1776","1776","0.4000000089406967","0","0.800000011920929"
"6675000","1780.2","1780","1781","0.7200000077486038","0.20000000298023224","1","1780","1780","1780","0.4400000095367432","0.20000000298023224","0.800000011920929"
"6690000","1784.2","1784","1785","0.8400000035762787","0.4000000059604645","1","1784","1784","1784","0.44000001549720763","0.20000000298023224","0.6000000238418579"
"6705000","1788.2","1788","1789","0.5200000196695328","0.20000000298023224","0.6000000238418579","1788","1788","1788","0.3600000083446503","0","0.800000011920929"
"6720000","1792.2","1792","1793","0.5200000047683716","0.20000000298023224","1","1792","1792","1792","0.4000000089406967","0","0.800000011920929"
"6735000","1796.2","1796","1797","0.6400000065565109","0.20000000298023224","1","1796","1796","1796","0.4400000095367432","0.20000000298023224","0.800000011920929"
"6750000","1800.2","1800","1801","0.6000000089406967","0.20000000298023224","1","1800","1800","1800","0.24000000655651094","0","0.6000000238418579"
"6765000","1804.2","1804","1805","0.7200000166893006","0.6000000238418579","0.800000011920929","1804","1804","1804","0.3200000047683716","0.20000000298023224","0.4000000059604645"
"6780000","1808.2","1808","1809","0.6800000071525574","0.4000000059604645","1","1808","1808","1808","0.28000000715255735","0","0.6000000238418579"
"6795000","1812.2","1812","1813","0.760000005364418","0.20000000298023224","1","1812","1812","1812","0.360000005364418","0","0.800000011920929"
"6810000","1816.2","1816","1817","0.7200000166893006","0.6000000238418579","0.800000011920929","1816","1816","1816","0.4800000101327896","0.20000000298023224","0.800000011920929"
"6825000","1820.2","1820","1821","0.6800000131130218","0.4000000059604645","0.800000011920929","1820","1820","1820","0.4000000089406967","0","0.800000011920929"
"6840000","1824.2","1824","1825","0.48000000417232513","0","1","1824","1824","1824","0.3600000083446503","0","0.800000011920929"
"6855000","1828.2","1828","1829","0.6400000125169754","0.20000000298023224","1","1828","1828","1828","0.3600000083446503","0","0.800000011920929"
"6870000","1832.2","1832","1833","0.800000011920929","0.6000000238418579","1","1832","1832","1832","0.3600000083446503","0","0.800000011920929"
"6885000","1836.2","1836","1837","0.6400000154972076","0.4000000059604645","0.800000011920929","1836","1836","1836","0.3600000113248825","0","0.6000000238418579"
"6900000","1840.2","1840","1841","0.4000000059604645","0","0.800000011920929","1840","1840","1840","0.3600000113248825","0","0.6000000238418579"
"6915000","1844.2","1844","1845","0.6800000071525574","0","1","1844","1844","1844","0.5600000083446502","0","0.800000011920929"
"6930000","1848.2","1848","1849","0.5600000083446502","0.4000000059604645","1","1848","1848","1848","0.5200000107288361","0.20000000298023224","0.800000011920929"
"6945000","1852.2","1852","1853","0.7600000143051148","0.6000000238418579","1","1852","1852","1852","0.7200000166893006","0.6000000238418579","1"
"6960000","1856.2","1856","1857","0.4800000160932541","0.20000000298023224","0.6000000238418579","1856","1856","1856","0.48000000715255736","0","1"
"6975000","1860.2","1860","1861","0.5600000083446502","0","1","1860","1860","1860","0.44000000357627866","0","1"
"6990000","1864.2","1864","1865","0.5600000113248825","0.20000000298023224","0.800000011920929","1864","1864","1864","0.5200000107288361","0.20000000298023224","0.800000011920929"
"7005000","1868.2","1868","1869","0.6400000065565109","0.20000000298023224","1","1868","1868","1868","0.5200000107288361","0.20000000298023224","1"
"7020000","1872.2","1872","1873","0.6400000125169754","0.20000000298023224","1","1872","1872","1872","0.5200000137090683","0.20000000298023224","0.800000011920929"
"7035000","1876.2","1876","1877","0.8400000095367431","0.6000000238418579","1","1876","1876","1876","0.4000000089406967","0","0.800000011920929"
"7050000","1880.2","1880","1881","0.6400000125169754","0.20000000298023224","1","1880","1880","1880","0.48000000715255736","0","1"
"7065000","1884.2","1884","1885","0.5200000077486038","0","1","1884","1884","1884","0.5200000017881393","0","1"
"7080000","1888.2","1888","1889","0.6800000101327897","0.20000000298023224","1","1888","1888","1888","0.6000000089406967","0.20000000298023224","1"
"7095000","1892.2","1892","1893","0.6400000154972076","0.4000000059604645","1","1892","1892","1892","0.6400000154972076","0.4000000059604645","0.800000011920929"
"7110000","1896.2","1896","1897","0.4400000095367432","0.20000000298023224","0.800000011920929","1896","1896","1896","0.4000000059604645","0","0.800000011920929"
"7125000","1900.2","1900","1901","0.5600000113248825","0.20000000298023224","0.800000011920929","1900","1900","1900","0.6000000089406967","0.20000000298023224","1"
"7140000","1904.2","1904","1905","0.600000011920929","0.4000000059604645","1","1904","1904","1904","0.4800000131130219","0.20000000298023224","0.800000011920929"
"7155000","1908.2","1908","1909","0.4000000059604645","0","1","1908","1908","1908","0.5200000077486038","0","1"
"7170000","1912.2","1912","1913","0.1600000023841858","0","0.20000000298023224","1912","1912","1912","0.4000000089406967","0","0.800000011920929"
"7185000","1916.2","1916","1917","0.28000000715255735","0","0.6000000238418579","1916","1916","1916","0.6000000059604644","0.20000000298023224","1"
"7200000","1920.2","1920","1921","0.40000001192092893","0.20000000298023224","0.6000000238418579","1920","1920","1920","0.44000000655651095","0","1"
"7215000","1924.2","1924","1925","0.360000005364418","0.20000000298023224","0.800000011920929","1924","1924","1924","0.32000001072883605","0","0.6000000238418579"
"7230000","1928.2","1928","1929","0.3200000047683716","0.20000000298023224","0.4000000059604645","1928","1928","1928","0.44000000655651095","0","1"
"7245000","1932.2","1932","1933","0.6000000149011612","0.20000000298023224","1","1932","1932","1932","0.3600000113248825","0","0.6000000238418579"
"7260000","1936.2","1936","1937","0.36000001430511475","0","0.6000000238418579","1936","1936","1936","0.44000000059604644","0","1"
"7275000","1940.2","1940","1941","0.24000000655651094","0","0.6000000238418579","1940","1940","1940","0.3600000023841858","0","1"
"7290000","1944.2","1944","1945","0.5600000053644181","0.20000000298023224","1","1944","1944","1944","0.4400000095367432","0.20000000298023224","0.800000011920929"
"7305000","1948.2","1948","1949","0.3600000083446503","0","0.6000000238418579","1948","1948","1948","0.4000000059604645","0","0.800000011920929"
"7320000","1952.2","1952","1953","0.48000000715255736","0.4000000059604645","0.800000011920929","1952","1952","1952","0.5600000053644181","0","1"
"7335000","1956.2","1956","1957","0.5200000166893005","0.4000000059604645","0.6000000238418579","1956","1956","1956","0.4800000131130219","0","0.800000011920929"
"7350000","1960.2","1960","1961","0.4000000089406967","0.20000000298023224","0.800000011920929","1960","1960","1960","0.40000000298023225","0","1"
"7365000","1964.2","1964","1965","0.3600000113248825","0","0.6000000238418579","1964","1964","1964","0.44000000655651095","0","1"
"7380000","1968.2","1968","1969","0.3600000083446503","0.20000000298023224","0.6000000238418579","1968","1968","1968","0.3200000047683716","0","0.800000011920929"
"7395000","1972.2","1972","1973","0.3200000077486038","0","0.6000000238418579","1972","1972","1972","0.4000000059604645","0","1"
"7410000","1976.2","1976","1977","0.32000001072883605","0","0.6000000238418579","1976","1976","1976","0.28000001013278963","0","0.6000000238418579"
"7425000","1980.2","1980","1981","0.24000000655651094","0","0.6000000238418579","1980","1980","1980","0.44000000357627866","0","1"
"7440000","1984.2","1984","1985","0.5600000083446502","0.20000000298023224","1","1984","1984","1984","0.40000001192092893","0","0.800000011920929"
"7455000","1988.2","1988","1989","0.6000000178813935","0.4000000059604645","0.800000011920929","1988","1988","1988","0.44000000655651095","0","1"
"7470000","1992.2","1992","1993","0.5600000083446502","0.4000000059604645","0.800000011920929","1992","1992","1992","0.5600000113248825","0.20000000298023224","0.800000011920929"
"7485000","1996.2","1996","1997","0.6000000089406967","0.20000000298023224","0.800000011920929","1996","1996","1996","0.3600000083446503","0","0.800000011920929"
"7500000","2000.2","2000","2001","0.44000000655651095","0.20000000298023224","0.800000011920929","2000","2000","2000","0.4000000059604645","0","0.800000011920929"
"7515000","2004.2","2004","2005","0.40000001192092893","0","0.6000000238418579","2004","2004","2004","0.44000000357627866","0","1"
"7530000","2008.2","2008","2009","0.4400000125169754","0.20000000298023224","0.6000000238418579","2008","2008","2008","0.5200000017881393","0.20000000298023224","1"
"7545000","2012.2","2012","2013","0.6000000149011612","0.20000000298023224","0.800000011920929","2012","2012","2012","0.48000000715255736","0","1"
"7560000","2016.2","2016","2017","0.5200000137090683","0.20000000298023224","0.800000011920929","2016","2016","2016","0.4400000095367432","0","0.800000011920929"
"7575000","2020.2","2020","2021","0.4000000089406967","0.20000000298023224","0.6000000238418579","2020","2020","2020","0.4400000125169754","0","0.800000011920929"
"7590000","2024.2","2024","2025","0.4400000095367432","0.4000000059604645","0.6000000238418579","2024","2024","2024","0.5600000083446502","0","1"
"7605000","2028.2","2028","2029","0.44000001549720763","0.20000000298023224","0.6000000238418579","2028","2028","2028","0.44000000357627866","0","1"
"7620000","2032.2","2032","2033","0.4800000101327896","0.20000000298023224","0.800000011920929","2032","2032","2032","0.4000000089406967","0","0.800000011920929"
"7635000","2036.2","2036","2037","0.48000000715255736","0","1","2036","2036","2036","0.4400000095367432","0","0.800000011920929"
"7650000","2040.2","2040","2041","0.360000005364418","0.20000000298023224","0.800000011920929","2040","2040","2040","0.5600000083446502","0","1"
"7665000","2044.2","2044","2045","0.4800000101327896","0.20000000298023224","0.800000011920929","2044","2044","2044","0.48000000715255736","0.20000000298023224","0.800000011920929"
"7680000","2048.2","2048","2049","0.3600000113248825","0.20000000298023224","0.6000000238418579","2048","2048","2048","0.48000000715255736","0","0.800000011920929"
"7695000","2052.2","2052","2053","0.4800000101327896","0.20000000298023224","0.800000011920929","2052","2052","2052","0.3600000113248825","0.20000000298023224","0.6000000238418579"
"7710000","2056.2","2056","2057","0.4000000089406967","0.20000000298023224","0.6000000238418579","2056","2056","2056","0.44000001549720763","0","0.6000000238418579"
"7725000","2060.2","2060","2061","0.6800000131130218","0.4000000059604645","0.800000011920929","2060","2060","2060","0.5600000083446502","0","0.800000011920929"
"7740000","2064.2","2064","2065","0.2800000041723251","0.20000000298023224","0.4000000059604645","2064","2064","2064","0.40000001192092893","0","0.6000000238418579"
"7755000","2068.2","2068","2069","0.3600000083446503","0.20000000298023224","0.6000000238418579","2068","2068","2068","0.3200000077486038","0","0.6000000238418579"
"7770000","2072.2","2072","2073","0.6000000089406967","0.20000000298023224","0.800000011920929","2072","2072","2072","0.4000000059604645","0.20000000298023224","0.800000011920929"
"7785000","2076.2","2076","2077","0.360000005364418","0.20000000298023224","0.4000000059604645","2076","2076","2076","0.6800000071525574","0","1"
"7800000","2080.2","2080","2081","0.5200000166893005","0.4000000059604645","0.6000000238418579","2080","2080","2080","0.5600000083446502","0.20000000298023224","0.800000011920929"
"7815000","2084.2","2084","2085","0.5600000053644181","0.20000000298023224","1","2084","2084","2084","0.5200000047683716","0","1"
"7830000","2088.2","2088","2089","0.4800000160932541","0.20000000298023224","0.6000000238418579","2088","2088","2088","0.40000000298023225","0","1"
"7845000","2092.2","2092","2093","0.6400000154972076","0.4000000059604645","0.800000011920929","2092","2092","2092","0.40000000298023225","0","1"
"7860000","2096.2","2096","2097","0.4800000131130219","0.4000000059604645","0.6000000238418579","2096","2096","2096","0.2800000041723251","0","0.4000000059604645"
"7875000","2100.2","2100","2101","0.600000011920929","0.4000000059604645","0.800000011920929","2100","2100","2100","0.4000000059604645","0","0.800000011920929"
"7890000","2104.2","2104","2105","0.360000005364418","0","0.800000011920929","2104","2104","2104","0.48000000417232513","0","1"
"7905000","2108.2","2108","2109","0.5200000166893005","0.4000000059604645","0.6000000238418579","2108","2108","2108","0.4400000095367432","0","0.800000011920929"
"7920000","2112.2","2112","2113","0.3200000077486038","0","0.6000000238418579","2112","2112","2112","0.40000000298023225","0","1"
"7935000","2116.2","2116","2117","0.4400000125169754","0.20000000298023224","0.6000000238418579","2116","2116","2116","0.3600000113248825","0","0.6000000238418579"
"7950000","2120.2","2120","2121","0.4000000059604645","0.4000000059604645","0.4000000059604645","2120","2120","2120","0.6000000029802323","0","1"
"7965000","2124.2","2124","2125","0.560000017285347","0.20000000298023224","0.800000011920929","2124","2124","2124","0.4800000131130219","0","0.800000011920929"
"7980000","2128.2","2128","2129","0.40000001192092893","0.20000000298023224","0.6000000238418579","2128","2128","2128","0.44000000655651095","0","0.800000011920929"
"7995000","2132.2","2132","2133","0.4800000131130219","0.4000000059604645","0.6000000238418579","2132","2132","2132","0.5600000053644181","0","1"
"8010000","2136.2","2136","2137","0.3600000083446503","0.20000000298023224","0.6000000238418579","2136","2136","2136","0.6000000059604644","0","1"
"8025000","2140.2","2140","2141","0.600000011920929","0.4000000059604645","0.800000011920929","2140","2140","2140","0.5600000053644181","0.20000000298023224","1"
"8040000","2144.2","2144","2145","0.6400000065565109","0.20000000298023224","1","2144","2144","2144","0.4400000095367432","0","0.800000011920929"
"8055000","2148.2","2148","2149","0.36000001430511475","0","0.6000000238418579","2148","2148","2148","0.40000001192092893","0","0.6000000238418579"
"8070000","2152.2","2152","2153","0.4800000160932541","0.20000000298023224","0.6000000238418579","2152","2152","2152","0.6400000035762787","0","1"
"8085000","2156.2","2156","2157","0.4800000131130219","0.4000000059604645","0.6000000238418579","2156","2156","2156","0.48000000417232513","0","1"
"8100000","2160.2","2160","2161","0.4400000125169754","0.20000000298023224","0.6000000238418579","2160","2160","2160","0.5600000083446502","0.20000000298023224","0.800000011920929"
"8115000","2164.2","2164","2165","0.5600000113248825","0.20000000298023224","0.800000011920929","2164","2164","2164","0.5600000053644181","0.20000000298023224","1"
"8130000","2168.2","2168","2169","0.44000001549720763","0","0.6000000238418579","2168","2168","2168","0.48000000715255736","0","1"
"8145000","2172.2","2172","2173","0.6000000178813935","0.4000000059604645","0.800000011920929","2172","2172","2172","0.40000000298023225","0","1"
"8160000","2176.2","2176","2177","0.4800000160932541","0.20000000298023224","0.6000000238418579","2176","2176","2176","0.4000000089406967","0","0.800000011920929"
"8175000","2180.2","2180","2181","0.32000001072883605","0","0.6000000238418579","2180","2180","2180","0.4400000095367432","0","1"
"8190000","2184.2","2184","2185","0.6400000154972076","0.4000000059604645","0.800000011920929","2184","2184","2184","0.7200000047683716","0","1"
"8205000","2188.2","2188","2189","0.4800000160932541","0.20000000298023224","0.6000000238418579","2188","2188","2188","0.5200000047683716","0","1"
"8220000","2192.2","2192","2193","0.600000011920929","0.4000000059604645","0.800000011920929","2192","2192","2192","0.5600000023841858","0","1"
