"global_step","agent_type: gru (SAVI BC Dataset_v0) - _step","agent_type: gru (SAVI BC Dataset_v0) - _step__MIN","agent_type: gru (SAVI BC Dataset_v0) - _step__MAX","agent_type: gru (SAVI BC Dataset_v0) - metrics/success","agent_type: gru (SAVI BC Dataset_v0) - metrics/success__MIN","agent_type: gru (SAVI BC Dataset_v0) - metrics/success__MAX","agent_type: gw (SAVI BC Dataset_v0) - _step","agent_type: gw (SAVI BC Dataset_v0) - _step__MIN","agent_type: gw (SAVI BC Dataset_v0) - _step__MAX","agent_type: gw (SAVI BC Dataset_v0) - metrics/success","agent_type: gw (SAVI BC Dataset_v0) - metrics/success__MIN","agent_type: gw (SAVI BC Dataset_v0) - metrics/success__MAX"
"1590000","424.2","424","425","0.24000000655651094","0","0.6000000238418579","425","425","425","0.20000000298023224","0","0.4000000059604645"
"1605000","428.2","428","429","0.0800000011920929","0","0.20000000298023224","429","429","429","0.1600000023841858","0","0.20000000298023224"
"1620000","432.2","432","433","0.24000000357627868","0","0.800000011920929","433","433","433","0.20000000298023224","0","0.4000000059604645"
"1635000","436.2","436","437","0.2800000041723251","0.20000000298023224","0.4000000059604645","437","437","437","0.28000000715255735","0","0.6000000238418579"
"1650000","440.2","440","441","0.24000000357627868","0","0.4000000059604645","441","441","441","0.20000000596046447","0","0.6000000238418579"
"1665000","444.2","444","445","0.24000000655651094","0","0.6000000238418579","445","445","445","0.28000000715255735","0.20000000298023224","0.6000000238418579"
"1680000","448.2","448","449","0.20000000298023224","0","0.4000000059604645","449","449","449","0.24000000655651094","0","0.6000000238418579"
"1695000","452.2","452","453","0.24000000655651094","0","0.6000000238418579","453","453","453","0.28000000715255735","0","0.6000000238418579"
"1710000","456.2","456","457","0.28000000715255735","0","0.6000000238418579","457","457","457","0.24000000357627868","0","0.800000011920929"
"1725000","460.2","460","461","0.4000000059604645","0.20000000298023224","0.800000011920929","461","461","461","0.20000000298023224","0","0.4000000059604645"
"1740000","464.2","464","465","0.44000000655651095","0","0.800000011920929","465","465","465","0.0800000011920929","0","0.4000000059604645"
"1755000","468.2","468","469","0.3200000077486038","0","0.6000000238418579","469","469","469","0.1600000023841858","0","0.20000000298023224"
"1770000","472.2","472","473","0.4400000095367432","0.20000000298023224","0.800000011920929","473","473","473","0.24000000357627868","0","0.4000000059604645"
"1785000","476.2","476","477","0.3600000083446503","0","0.800000011920929","477","477","477","0.4400000095367432","0.20000000298023224","0.800000011920929"
"1800000","480.2","480","481","0.12000000476837158","0","0.6000000238418579","481","481","481","0.3200000077486038","0","0.6000000238418579"
"1815000","484.2","484","485","0.1600000023841858","0","0.4000000059604645","485","485","485","0.4400000095367432","0.20000000298023224","0.800000011920929"
"1830000","488.2","488","489","0.28000000715255735","0","0.6000000238418579","489","489","489","0.3200000077486038","0","0.6000000238418579"
"1845000","492.2","492","493","0.32000001072883605","0","0.6000000238418579","493","493","493","0.3200000077486038","0.20000000298023224","0.6000000238418579"
"1860000","496.2","496","497","0.2800000041723251","0.20000000298023224","0.4000000059604645","497","497","497","0.28000000715255735","0","0.6000000238418579"
"1875000","500.2","500","501","0.360000005364418","0","0.800000011920929","501","501","501","0.28000000715255735","0","0.6000000238418579"
"1890000","504.2","504","505","0.24000000357627868","0","0.4000000059604645","505","505","505","0.24000000655651094","0","0.6000000238418579"
"1905000","508.2","508","509","0.36000001430511475","0","0.6000000238418579","509","509","509","0.24000000655651094","0","0.6000000238418579"
"1920000","512.2","512","513","0.1600000023841858","0","0.4000000059604645","513","513","513","0.3200000047683716","0","0.800000011920929"
"1935000","516.2","516","517","0.560000017285347","0.20000000298023224","0.800000011920929","517","517","517","0.3200000047683716","0","0.800000011920929"
"1950000","520.2","520","521","0.0800000011920929","0","0.20000000298023224","521","521","521","0.24000000357627868","0","0.4000000059604645"
"1965000","524.2","524","525","0.3600000083446503","0.20000000298023224","0.6000000238418579","525","525","525","0.1600000023841858","0","0.20000000298023224"
"1980000","528.2","528","529","0.360000005364418","0.20000000298023224","0.800000011920929","529","529","529","0.20000000596046447","0","0.6000000238418579"
"1995000","532.2","532","533","0.20000000298023224","0","0.4000000059604645","533","533","533","0.28000001013278963","0","0.6000000238418579"
"2010000","536.2","536","537","0.4000000089406967","0","0.800000011920929","537","537","537","0.3600000083446503","0","0.6000000238418579"
"2025000","540.2","540","541","0.28000000715255735","0","0.6000000238418579","541","541","541","0.4400000095367432","0.20000000298023224","0.800000011920929"
"2040000","544.2","544","545","0.36000001430511475","0","0.6000000238418579","545","545","545","0.28000000715255735","0","0.6000000238418579"
"2055000","548.2","548","549","0.3600000083446503","0","0.800000011920929","549","549","549","0.28000000715255735","0","0.6000000238418579"
"2070000","552.2","552","553","0.32000001072883605","0","0.6000000238418579","553","553","553","0.2800000041723251","0","0.800000011920929"
"2085000","556.2","556","557","0.4800000101327896","0.20000000298023224","0.800000011920929","557","557","557","0.20000000596046447","0","0.6000000238418579"
"2100000","560.2","560","561","0.3600000083446503","0.20000000298023224","0.6000000238418579","561","561","561","0.28000000715255735","0","0.6000000238418579"
"2115000","564.2","564","565","0.44000000357627866","0","1","565","565","565","0.24000000655651094","0","0.6000000238418579"
"2130000","568.2","568","569","0.24000000357627868","0","0.4000000059604645","569","569","569","0.2800000041723251","0.20000000298023224","0.4000000059604645"
"2145000","572.2","572","573","0.28000000715255735","0.20000000298023224","0.6000000238418579","573","573","573","0.12000000178813934","0","0.20000000298023224"
"2160000","576.2","576","577","0.4400000095367432","0","0.800000011920929","577","577","577","0.1600000023841858","0","0.4000000059604645"
"2175000","580.2","580","581","0.4000000059604645","0","0.800000011920929","581","581","581","0.24000000357627868","0","0.4000000059604645"
"2190000","584.2","584","585","0.4800000101327896","0","0.800000011920929","585","585","585","0.3600000083446503","0","0.800000011920929"
"2205000","588.2","588","589","0.3200000077486038","0","0.6000000238418579","589","589","589","0.32000001072883605","0","0.6000000238418579"
"2220000","592.2","592","593","0.3200000077486038","0.20000000298023224","0.6000000238418579","593","593","593","0.4000000089406967","0","0.800000011920929"
"2235000","596.2","596","597","0.4000000089406967","0","0.800000011920929","597","597","597","0.20000000596046447","0","0.6000000238418579"
"2250000","600.2","600","601","0.4000000149011612","0","0.6000000238418579","601","601","601","0.1600000023841858","0","0.4000000059604645"
"2265000","604.2","604","605","0.44000000655651095","0.20000000298023224","0.800000011920929","605","605","605","0.2800000041723251","0","0.4000000059604645"
"2280000","608.2","608","609","0.3600000023841858","0","1","609","609","609","0.1600000023841858","0","0.4000000059604645"
"2295000","612.2","612","613","0.4000000059604645","0","0.800000011920929","613","613","613","0.2800000041723251","0","0.4000000059604645"
"2310000","616.2","616","617","0.24000000357627868","0","0.4000000059604645","617","617","617","0.40000001192092893","0.20000000298023224","0.6000000238418579"
"2325000","620.2","620","621","0.28000000715255735","0","0.6000000238418579","621","621","621","0.24000000655651094","0","0.6000000238418579"
"2340000","624.2","624","625","0.20000000298023224","0","0.4000000059604645","625","625","625","0.28000000715255735","0","0.6000000238418579"
"2355000","628.2","628","629","0.4000000059604645","0","0.800000011920929","629","629","629","0.4000000059604645","0","1"
"2370000","632.2","632","633","0.3200000047683716","0.20000000298023224","0.800000011920929","633","633","633","0.28000000715255735","0","0.6000000238418579"
"2385000","636.2","636","637","0.3200000077486038","0","0.6000000238418579","637","637","637","0.3600000113248825","0","0.6000000238418579"
"2400000","640.2","640","641","0.3200000047683716","0.20000000298023224","0.4000000059604645","641","641","641","0.3600000083446503","0","0.6000000238418579"
"2415000","644.2","644","645","0.44000000655651095","0","0.800000011920929","645","645","645","0.24000000655651094","0","0.6000000238418579"
"2430000","648.2","648","649","0.24000000357627868","0","0.4000000059604645","649","649","649","0.3200000077486038","0","0.800000011920929"
"2445000","652.2","652","653","0.3200000077486038","0.20000000298023224","0.6000000238418579","653","653","653","0.24000000357627868","0","0.4000000059604645"
"2460000","656.2","656","657","0.2800000041723251","0","0.4000000059604645","657","657","657","0.12000000178813934","0","0.4000000059604645"
"2475000","660.2","660","661","0.4000000089406967","0.20000000298023224","0.6000000238418579","661","661","661","0.3200000047683716","0.20000000298023224","0.4000000059604645"
"2490000","664.2","664","665","0.44000000655651095","0.20000000298023224","0.800000011920929","665","665","665","0.3200000077486038","0.20000000298023224","0.6000000238418579"
"2505000","668.2","668","669","0.20000000298023224","0","0.4000000059604645","669","669","669","0.3200000077486038","0.20000000298023224","0.6000000238418579"
"2520000","672.2","672","673","0.28000001013278963","0","0.6000000238418579","673","673","673","0.24000000357627868","0","0.4000000059604645"
"2535000","676.2","676","677","0.12000000178813934","0","0.4000000059604645","677","677","677","0.20000000298023224","0","0.4000000059604645"
"2550000","680.2","680","681","0.20000000596046447","0","0.6000000238418579","681","681","681","0.4400000125169754","0.20000000298023224","0.6000000238418579"
"2565000","684.2","684","685","0.1600000023841858","0","0.4000000059604645","685","685","685","0.3600000083446503","0.20000000298023224","0.6000000238418579"
"2580000","688.2","688","689","0.3200000077486038","0","0.6000000238418579","689","689","689","0.4800000131130219","0.4000000059604645","0.6000000238418579"
"2595000","692.2","692","693","0.28000000715255735","0","0.6000000238418579","693","693","693","0.4000000089406967","0","0.800000011920929"
"2610000","696.2","696","697","0.3600000083446503","0","0.800000011920929","697","697","697","0.3600000083446503","0","0.800000011920929"
"2625000","700.2","700","701","0.2800000041723251","0","0.4000000059604645","701","701","701","0.5600000143051147","0.4000000059604645","0.800000011920929"
"2640000","704.2","704","705","0.3600000113248825","0","0.6000000238418579","705","705","705","0.5600000113248825","0.20000000298023224","1"
"2655000","708.2","708","709","0.0800000011920929","0","0.20000000298023224","709","709","709","0.3600000083446503","0","0.6000000238418579"
"2670000","712.2","712","713","0.20000000298023224","0","0.4000000059604645","713","713","713","0.3200000047683716","0","0.800000011920929"
"2685000","716.2","716","717","0.2800000041723251","0.20000000298023224","0.4000000059604645","717","717","717","0.48000000417232513","0","1"
"2700000","720.2","720","721","0.3600000083446503","0.20000000298023224","0.6000000238418579","721","721","721","0.44000000655651095","0.20000000298023224","0.800000011920929"
"2715000","724.2","724","725","0.3200000077486038","0","0.6000000238418579","725","725","725","0.28000000715255735","0","0.6000000238418579"
"2730000","728.2","728","729","0.2800000041723251","0","0.4000000059604645","729","729","729","0.32000001072883605","0","0.6000000238418579"
"2745000","732.2","732","733","0.24000000357627868","0","0.4000000059604645","733","733","733","0.4400000095367432","0","0.800000011920929"
"2760000","736.2","736","737","0.24000000655651094","0","0.6000000238418579","737","737","737","0.2800000041723251","0","0.800000011920929"
"2775000","740.2","740","741","0.24000000655651094","0","0.6000000238418579","741","741","741","0.5600000113248825","0.20000000298023224","1"
"2790000","744.2","744","745","0.2800000041723251","0","0.4000000059604645","745","745","745","0.4000000089406967","0","0.800000011920929"
"2805000","748.2","748","749","0.4400000095367432","0","0.800000011920929","749","749","749","0.5600000053644181","0.20000000298023224","1"
"2820000","752.2","752","753","0.3600000083446503","0.20000000298023224","0.6000000238418579","753","753","753","0.4000000089406967","0.20000000298023224","0.800000011920929"
"2835000","756.2","756","757","0.3600000113248825","0","0.6000000238418579","757","757","757","0.3200000077486038","0","0.6000000238418579"
"2850000","760.2","760","761","0.5200000107288361","0.4000000059604645","0.800000011920929","761","761","761","0.24000000357627868","0","0.4000000059604645"
"2865000","764.2","764","765","0.44000000655651095","0","1","765","765","765","0.360000005364418","0","0.800000011920929"
"2880000","768.2","768","769","0.3200000077486038","0","0.800000011920929","769","769","769","0.32000001072883605","0","0.6000000238418579"
"2895000","772.2","772","773","0.3600000083446503","0","0.800000011920929","773","773","773","0.24000000357627868","0","0.800000011920929"
"2910000","776.2","776","777","0.4800000101327896","0.20000000298023224","0.800000011920929","777","777","777","0.3600000083446503","0","0.800000011920929"
"2925000","780.2","780","781","0.48000000417232513","0","1","781","781","781","0.3600000113248825","0","0.6000000238418579"
"2940000","784.2","784","785","0.5200000077486038","0.20000000298023224","1","785","785","785","0.44000000655651095","0","0.800000011920929"
"2955000","788.2","788","789","0.3600000023841858","0.20000000298023224","1","789","789","789","0.4000000089406967","0.20000000298023224","0.800000011920929"
"2970000","792.2","792","793","0.5600000053644181","0.20000000298023224","1","793","793","793","0.24000000357627868","0","0.800000011920929"
"2985000","796.2","796","797","0.3600000083446503","0.20000000298023224","0.6000000238418579","797","797","797","0.24000000953674316","0","0.6000000238418579"
"3000000","800.2","800","801","0.6400000095367432","0.4000000059604645","1","801","801","801","0.4800000131130219","0.20000000298023224","0.800000011920929"
"3015000","804.2","804","805","0.40000001192092893","0","0.6000000238418579","805","805","805","0.20000000298023224","0","0.4000000059604645"
"3030000","808.2","808","809","0.6000000089406967","0.20000000298023224","1","809","809","809","0.3600000083446503","0","0.800000011920929"
"3045000","812.2","812","813","0.5200000166893005","0.4000000059604645","0.6000000238418579","813","813","813","0.20000000596046447","0","0.6000000238418579"
"3060000","816.2","816","817","0.6400000125169754","0.20000000298023224","1","817","817","817","0.2800000041723251","0","0.800000011920929"
"3075000","820.2","820","821","0.48000000715255736","0.4000000059604645","0.800000011920929","821","821","821","0.40000001192092893","0","0.6000000238418579"
"3090000","824.2","824","825","0.3200000047683716","0.20000000298023224","0.4000000059604645","825","825","825","0.4400000095367432","0.20000000298023224","0.800000011920929"
"3105000","828.2","828","829","0.3600000113248825","0.20000000298023224","0.6000000238418579","829","829","829","0.24000000357627868","0","0.800000011920929"
"3120000","832.2","832","833","0.600000011920929","0.4000000059604645","0.800000011920929","833","833","833","0.20000000596046447","0","0.6000000238418579"
"3135000","836.2","836","837","0.6000000089406967","0.20000000298023224","1","837","837","837","0.3600000083446503","0","0.800000011920929"
"3150000","840.2","840","841","0.5600000113248825","0.20000000298023224","0.800000011920929","841","841","841","0.5600000143051147","0.4000000059604645","0.800000011920929"
"3165000","844.2","844","845","0.5200000137090683","0.20000000298023224","0.800000011920929","845","845","845","0.4000000089406967","0.20000000298023224","0.800000011920929"
"3180000","848.2","848","849","0.44000000357627866","0.20000000298023224","1","849","849","849","0.5600000113248825","0.20000000298023224","1"
"3195000","852.2","852","853","0.32000001072883605","0","0.6000000238418579","853","853","853","0.5200000077486038","0.20000000298023224","1"
"3210000","856.2","856","857","0.4800000131130219","0.20000000298023224","0.800000011920929","857","857","857","0.44000000655651095","0","0.800000011920929"
"3225000","860.2","860","861","0.5200000077486038","0.20000000298023224","1","861","861","861","0.4800000101327896","0","1"
"3240000","864.2","864","865","0.44000000357627866","0.20000000298023224","1","865","865","865","0.28000001013278963","0","0.6000000238418579"
"3255000","868.2","868","869","0.5600000113248825","0.20000000298023224","0.800000011920929","869","869","869","0.40000001192092893","0.20000000298023224","0.6000000238418579"
"3270000","872.2","872","873","0.600000011920929","0.4000000059604645","0.800000011920929","873","873","873","0.4400000095367432","0.20000000298023224","0.800000011920929"
"3285000","876.2","876","877","0.6000000149011612","0.20000000298023224","0.800000011920929","877","877","877","0.48000000715255736","0.20000000298023224","1"
"3300000","880.2","880","881","0.6000000178813935","0.4000000059604645","0.800000011920929","881","881","881","0.3600000083446503","0","0.800000011920929"
"3315000","884.2","884","885","0.4400000095367432","0.4000000059604645","0.6000000238418579","885","885","885","0.5200000047683716","0.20000000298023224","1"
"3330000","888.2","888","889","0.5200000196695328","0.20000000298023224","0.6000000238418579","889","889","889","0.360000005364418","0","0.800000011920929"
"3345000","892.2","892","893","0.4400000095367432","0","0.800000011920929","893","893","893","0.360000005364418","0.20000000298023224","0.800000011920929"
"3360000","896.2","896","897","0.44000000357627866","0.20000000298023224","1","897","897","897","0.4400000095367432","0","0.800000011920929"
"3375000","900.2","900","901","0.4400000095367432","0.20000000298023224","0.800000011920929","901","901","901","0.3200000077486038","0","0.6000000238418579"
"3390000","904.2","904","905","0.6400000065565109","0.20000000298023224","1","905","905","905","0.3600000083446503","0","0.800000011920929"
"3405000","908.2","908","909","0.5600000083446502","0","1","909","909","909","0.360000005364418","0","1"
"3420000","912.2","912","913","0.40000000298023225","0","1","913","913","913","0.5200000107288361","0.4000000059604645","0.800000011920929"
"3435000","916.2","916","917","0.48000000715255736","0.20000000298023224","0.800000011920929","917","917","917","0.40000000298023225","0","1"
"3450000","920.2","920","921","0.44000000357627866","0","1","921","921","921","0.24000000655651094","0","0.6000000238418579"
